age,monthly_charges,tenure,n_monthly_visits,monthly_products,total_charges,irrelevant_1,irrelevant_2
23,833,33,4,4.0,33985.47,0.99,0.98
78,789,51,3,4.0,34814.92,0.59,-1.36
21,1897,6,3,6.0,16101.92,0.19,0.15
77,662,35,1,2.0,20674.28,0.87,-2.4
46,1241,15,4,5.0,26877.45,0.55,-0.63
65,1141,60,8,6.0,74061.72,0.09,0.09
29,1068,38,1,2.0,43768.41,0.03,-0.89
28,2658,20,5,9.0,62147.76,0.82,-0.28
60,374,46,9,4.0,12286.4,0.93,0.79
68,1937,35,8,9.0,69051.43,0.11,0.54
76,643,62,6,3.0,51255.05,0.6,0.22
64,21,58,3,1.0,882.57,0.5,-0.98
35,839,44,5,1.0,33653.46,0.95,0.56
42,79,19,8,1.0,769.31,0.06,-0.02
42,98,30,0,1.0,3417.82,0.88,-0.81
21,1693,37,5,9.0,87224.67,0.14,0.13
72,1997,45,7,6.0,45254.62,0.61,0.13
71,1908,49,5,6.0,60519.24,0.96,0.7
25,1823,4,8,7.0,9404.97,0.37,-0.66
48,1477,50,6,5.0,107796.3,0.17,-0.45
41,750,31,7,3.0,22052.39,0.86,0.03
40,618,45,8,2.0,33105.09,0.47,0.54
29,2282,19,5,8.0,29167.3,0.45,0.47
50,640,51,8,3.0,25473.73,0.22,0.26
47,2694,16,9,11.0,24132.71,0.8,1.51
30,2425,36,4,10.0,65837.11,0.87,1.86
23,698,33,9,3.0,15832.66,0.21,-0.31
50,2774,48,1,11.0,109414.97,0.32,-0.05
28,768,20,3,1.0,16903.49,0.07,-0.26
54,1635,51,3,5.0,57527.5,0.4,-1.18
71,2427,56,3,8.0,194570.49,0.67,-0.59
68,2663,31,6,11.0,102131.76,0.61,-1.42
26,2207,27,0,5.0,76721.61,0.09,-0.35
70,1292,37,0,6.0,66134.16,0.56,-0.96
76,352,36,5,3.0,16068.01,0.81,0.34
46,365,50,9,1.0,9803.57,0.37,1.3
71,258,40,1,1.0,9834.42,0.42,-1.37
67,1137,43,6,6.0,24484.72,0.16,-1.7
71,899,43,9,1.0,45030.47,0.67,1.31
60,1271,40,2,3.0,61478.38,0.19,0.01
54,678,37,4,1.0,35405.39,0.92,0.06
42,1642,17,3,9.0,40719.46,0.05,0.47
22,1960,9,5,7.0,23319.93,0.24,-0.9
79,1756,40,8,5.0,56261.7,0.34,2.16
31,2024,19,3,11.0,30578.87,0.93,0.54
36,2634,40,5,9.0,126260.99,0.75,1.05
79,2887,59,8,12.0,95387.88,0.89,-0.57
71,843,39,0,3.0,28230.84,0.63,-0.47
67,618,56,8,4.0,36475.62,0.3,1.35
63,2878,35,1,14.0,122163.56,0.31,0.07
68,2241,47,2,10.0,148505.52,0.43,2.05
71,2186,46,6,9.0,81164.81,0.95,0.16
32,2149,20,8,10.0,52353.72,0.67,2.41
29,1968,16,5,8.0,45076.44,0.33,0.9
20,1788,34,9,3.0,42154.98,0.76,-0.55
40,1341,15,3,5.0,16409.81,0.03,-0.34
33,2059,41,2,6.0,87657.92,0.18,1.16
54,592,46,2,3.0,32676.44,0.24,-0.39
46,270,20,9,1.0,5780.44,0.6,-0.06
27,354,21,6,1.0,10736.39,0.41,1.49
69,1167,56,1,3.0,74671.34,0.4,0.65
50,2853,34,6,8.0,97390.55,0.41,-0.01
54,510,27,8,1.0,13848.4,0.08,-1.24
48,1219,15,9,6.0,13458.17,0.61,0.28
33,2606,18,4,10.0,48941.01,0.07,-0.4
32,312,30,3,1.0,11174.78,0.45,-2.46
38,392,38,2,4.0,16563.34,0.06,-1.4
70,2367,59,5,9.0,83650.47,0.97,-2.59
63,998,41,3,4.0,39693.39,0.66,-0.19
53,236,36,1,1.0,8441.63,0.8,0.9
25,2509,23,2,8.0,44250.08,0.59,-1.26
51,228,36,6,1.0,9986.12,0.13,-0.82
49,770,35,9,4.0,25470.98,0.46,0.14
33,762,41,9,1.0,15626.48,0.25,0.51
77,661,49,2,5.0,41722.85,0.87,0.44
57,544,40,6,3.0,20998.21,0.29,-0.03
35,2741,26,9,6.0,81755.35,0.96,1.51
65,791,51,3,2.0,55206.83,0.01,-0.67
23,2295,33,5,6.0,93234.86,0.62,-0.01
35,2732,30,2,9.0,67258.6,0.03,0.06
27,205,38,5,3.0,8122.7,0.98,1.7
37,691,19,1,2.0,8502.3,0.31,0.76
68,2874,61,0,11.0,243790.67,0.41,0.12
33,1881,44,9,7.0,94253.73,0.44,-0.15
21,929,27,9,2.0,22343.41,0.27,-1.35
53,2909,23,7,10.0,75882.56,0.38,-0.93
44,931,15,2,3.0,16189.36,0.43,-1.19
50,230,19,1,1.0,5672.9,0.33,-0.16
39,2414,21,5,8.0,64004.0,0.93,0.6
41,1808,21,4,3.0,44066.52,0.96,-0.93
56,2438,19,1,9.0,66622.18,0.06,1.09
47,2379,26,9,8.0,48204.0,0.03,1.78
72,904,61,4,2.0,74192.87,0.88,0.46
51,2103,29,7,8.0,50753.6,0.16,-0.27
64,2793,46,9,11.0,133450.62,0.3,-0.82
22,1425,2,0,6.0,2080.67,0.15,-0.9
40,1237,30,5,3.0,51054.46,0.41,0.08
62,2896,46,3,14.0,110204.81,0.53,0.76
41,2014,26,3,9.0,27176.23,0.07,-1.22
67,609,43,6,1.0,18388.92,0.5,-0.33
58,2106,34,9,10.0,52036.21,0.2,-0.78
56,2470,47,9,9.0,151522.41,0.83,0.22
70,1801,30,0,8.0,49997.34,0.72,-0.12
42,2895,18,4,10.0,76926.42,0.88,2.1
21,245,16,1,2.0,4835.77,0.32,-0.78
27,1177,30,1,4.0,22894.43,0.34,1.09
42,2906,29,1,9.0,95542.7,0.34,-0.05
78,754,43,7,4.0,17361.39,0.82,-0.2
22,1605,9,7,5.0,21140.35,0.54,0.36
23,2019,10,6,7.0,28470.61,0.5,-1.31
47,357,21,1,1.0,8548.24,0.68,0.47
45,1611,23,0,6.0,52983.41,0.26,0.51
72,2045,38,6,9.0,68178.36,0.28,0.34
69,743,46,6,3.0,17346.13,0.88,-0.89
72,870,39,1,3.0,45941.98,0.63,-1.4
37,2893,24,0,9.0,99335.15,0.39,-0.65
65,1443,46,1,5.0,40133.92,0.69,0.71
78,2432,57,3,12.0,153009.01,0.28,-1.42
52,1581,38,5,5.0,76234.88,0.47,-0.69
75,468,39,8,3.0,25920.21,0.77,-0.11
39,892,49,4,4.0,23864.64,0.03,1.3
63,401,52,8,1.0,21497.91,0.27,-0.21
72,753,44,9,3.0,39309.63,0.06,-1.31
66,812,33,7,5.0,35221.9,0.08,-1.23
41,1267,27,9,2.0,35502.4,0.43,1.33
48,23,28,6,1.0,365.98,0.36,0.1
36,2233,25,6,6.0,51893.19,0.54,-0.41
28,2863,23,7,9.0,63369.53,0.67,0.62
22,1273,37,9,5.0,68167.38,0.95,0.34
70,465,54,1,1.0,27007.02,0.82,1.37
50,1740,27,2,8.0,55228.67,0.67,0.89
57,1864,19,2,6.0,30701.59,0.45,-0.1
72,209,62,2,1.0,8065.24,0.34,0.69
46,174,14,7,1.0,1549.46,0.09,-0.07
29,296,36,2,1.0,9323.28,0.26,0.18
50,1260,32,6,1.0,41002.03,0.45,0.6
32,1707,35,1,4.0,64511.05,0.62,1.47
25,1242,27,3,2.0,25474.31,0.48,0.37
71,2985,45,2,12.0,161008.21,0.28,-0.3
71,2984,46,8,14.0,192086.87,0.31,-0.05
46,2092,32,0,8.0,88562.26,0.94,-0.39
56,1507,52,0,11.0,63515.46,0.88,2.09
26,2634,20,2,9.0,64980.04,0.28,-1.4
44,1595,44,7,10.0,73490.5,0.24,1.81
56,132,34,7,4.0,4948.93,0.17,-0.34
50,407,55,3,2.0,12365.53,0.48,-1.01
38,2175,27,3,11.0,69391.23,0.8,-0.25
70,664,35,2,7.0,16976.32,0.1,-0.61
64,1117,33,9,1.0,28806.59,0.39,-0.05
68,184,30,8,1.0,2982.33,0.05,-0.6
46,1378,14,0,9.0,16753.07,0.23,0.46
26,2849,15,0,8.0,24359.98,0.31,-1.22
22,1463,16,4,3.0,18611.71,0.36,1.57
63,1317,60,5,4.0,57420.46,0.94,0.4
44,32,33,2,1.0,818.48,0.87,0.78
50,2515,43,8,12.0,124485.64,0.24,-0.84
29,2614,18,6,10.0,23534.09,0.3,0.56
70,2842,37,7,10.0,136050.46,0.16,-0.94
56,2151,55,0,10.0,60307.86,0.95,1.17
39,1688,26,0,6.0,31337.04,0.25,-0.62
24,1238,34,1,5.0,33583.92,0.86,-0.61
72,502,47,8,2.0,34978.6,0.35,-0.97
36,137,10,7,1.0,1013.91,0.13,0.56
76,2623,32,8,11.0,57262.79,0.6,0.48
55,2412,46,9,8.0,118577.85,0.72,-0.74
56,1837,57,3,7.0,120113.53,0.8,-0.7
31,1495,36,5,6.0,48450.06,0.38,-0.49
38,815,33,4,2.0,26490.58,0.36,0.71
29,355,37,1,1.0,19474.15,0.63,-2.21
33,894,32,0,4.0,31478.8,0.51,-1.78
38,2543,18,7,10.0,43519.12,0.48,-2.16
46,136,21,5,1.0,2141.83,0.23,1.55
47,2379,40,6,6.0,99140.51,0.57,-0.26
31,990,38,2,5.0,36108.75,0.14,0.45
49,1660,29,0,8.0,62229.46,0.58,0.42
28,594,44,4,5.0,20018.39,0.07,-1.48
56,280,24,2,1.0,5690.1,0.53,-0.58
52,231,43,7,2.0,11731.74,0.58,-0.27
20,1791,16,3,8.0,16909.38,0.75,-2.1
46,1257,25,2,1.0,31474.49,0.38,-0.34
74,442,50,5,1.0,11238.92,0.37,-0.01
51,1866,51,0,7.0,65338.7,0.79,-0.88
26,2283,10,1,10.0,13591.08,0.95,-0.92
75,860,59,3,2.0,58755.58,0.75,-0.11
42,1863,20,1,9.0,44841.49,0.5,1.06
59,126,44,2,1.0,5140.32,0.52,-0.9
61,984,38,5,2.0,21728.48,0.5,-0.04
79,1781,42,0,4.0,72183.31,0.36,0.27
39,2857,48,8,6.0,122829.79,0.75,0.08
61,633,48,8,1.0,44983.99,0.41,0.03
75,2261,58,2,7.0,83184.65,0.36,0.14
65,97,35,0,1.0,5084.91,0.63,1.62
60,874,21,6,1.0,19780.47,0.37,-1.21
64,2430,23,8,6.0,42090.74,0.28,0.4
54,2126,38,7,11.0,91558.84,0.89,-0.31
29,456,29,4,2.0,16355.45,0.61,-1.7
21,2614,37,6,10.0,83019.8,0.72,0.69
64,1921,36,1,7.0,102857.21,1.0,1.32
36,2160,45,3,10.0,62235.55,0.04,-1.07
58,737,51,9,2.0,55415.88,0.61,-1.81
39,1853,33,3,8.0,37336.0,0.59,-0.42
60,2717,31,1,10.0,59826.24,0.4,0.03
31,1684,14,6,10.0,30276.69,0.91,0.94
72,691,38,3,1.0,39197.93,0.0,-0.89
77,2918,39,4,11.0,149288.22,0.81,-1.09
29,1732,29,6,5.0,55527.78,0.74,1.82
74,2084,42,1,8.0,64217.53,0.4,0.83
51,1216,39,1,6.0,32889.34,0.02,1.0
59,712,59,5,1.0,57477.87,0.45,-0.6
34,2843,33,3,12.0,53252.57,0.0,-0.83
29,1677,28,8,10.0,44721.16,0.06,-0.28
54,1779,38,7,9.0,63913.8,0.85,-1.24
63,1687,23,9,6.0,39844.26,0.14,-1.34
46,2338,41,1,10.0,129887.66,0.71,-0.28
39,1639,31,8,8.0,34227.58,0.16,-0.13
33,2676,20,8,13.0,66415.39,0.71,0.39
26,888,6,1,4.0,6014.2,0.92,1.08
30,576,22,7,2.0,6896.45,0.45,1.71
56,636,42,3,6.0,29050.94,0.11,-1.01
78,114,38,0,1.0,3430.39,0.07,0.88
25,919,41,1,4.0,38834.13,0.59,-1.88
44,776,42,6,1.0,22482.1,0.97,0.8
49,2022,46,2,7.0,69861.98,0.71,-1.93
73,1906,58,2,5.0,84464.83,0.93,1.3
45,178,16,7,3.0,3735.02,0.57,0.17
66,1534,25,3,10.0,56008.74,0.41,-0.56
61,2823,25,2,11.0,48412.43,0.67,0.22
75,479,67,9,4.0,24825.42,0.58,-0.1
53,2314,23,4,10.0,47551.24,0.02,-0.77
67,422,33,0,3.0,10487.14,0.98,-1.66
35,1953,13,5,7.0,17938.03,0.09,1.04
62,747,39,0,3.0,22457.58,0.14,-1.94
52,1753,49,3,7.0,71854.73,0.14,-0.31
26,1839,9,2,3.0,19256.29,0.87,-1.09
71,2425,47,5,12.0,85291.26,0.2,0.3
55,777,37,4,2.0,18342.41,0.34,-0.8
46,2059,24,8,8.0,50023.76,0.08,-0.82
56,1398,48,3,4.0,72034.87,0.34,0.42
69,168,25,5,1.0,3526.23,0.34,-1.37
60,2200,60,6,8.0,150190.63,0.69,0.11
33,1784,30,6,7.0,41767.47,0.6,-0.94
54,2918,22,6,14.0,33560.39,0.86,-0.03
76,2065,38,8,7.0,61402.68,0.4,-0.34
65,817,38,1,1.0,18308.54,0.21,0.46
67,2140,41,5,4.0,99974.68,0.88,-0.62
35,1182,35,5,5.0,21893.95,0.44,0.28
36,2762,18,1,14.0,59306.44,0.02,0.09
71,806,29,4,5.0,25628.73,0.81,1.09
77,2331,32,8,6.0,41856.85,0.46,0.42
36,270,29,8,4.0,5886.7,0.5,-0.31
58,890,38,2,2.0,40704.91,0.8,-1.97
58,2643,23,3,9.0,35991.23,0.31,-0.55
27,251,9,6,1.0,1157.43,0.09,0.59
43,442,50,9,1.0,14921.1,0.34,0.16
77,1411,45,5,4.0,56803.77,0.7,-0.86
70,2856,60,4,8.0,226744.43,0.32,-0.21
70,1787,57,1,4.0,109985.77,0.13,0.1
37,994,38,5,2.0,39023.88,0.59,0.09
31,1026,41,0,3.0,53497.16,0.34,-0.02
20,383,15,9,1.0,4223.88,0.93,1.95
47,12,15,9,2.0,230.39,0.44,-1.21
29,2679,31,0,10.0,78573.21,0.91,0.74
49,2420,28,2,12.0,96824.64,0.8,0.69
41,1882,13,3,6.0,15990.48,0.82,1.32
31,2918,40,9,11.0,100488.69,0.04,0.74
46,304,14,4,3.0,5072.27,0.53,0.56
34,736,16,4,1.0,17630.09,0.91,1.94
36,44,20,5,1.0,558.93,0.43,0.85
61,1423,37,8,4.0,76261.49,0.65,-0.02
43,2976,17,0,10.0,30928.81,0.27,1.08
41,484,16,2,2.0,6875.65,0.84,-0.24
55,1341,51,6,1.0,87582.67,0.56,-0.48
31,175,45,2,2.0,5313.48,0.0,1.72
78,91,64,1,1.0,4017.72,0.81,0.49
44,1872,51,9,10.0,94887.17,0.73,2.03
38,1084,13,4,2.0,15070.55,0.9,1.51
58,702,53,2,6.0,36100.13,0.68,-0.04
63,1405,51,7,6.0,101013.04,0.8,-0.41
72,2359,53,5,7.0,130835.06,0.01,0.14
41,912,27,4,5.0,33408.08,0.56,-0.45
47,338,26,5,1.0,9369.41,0.65,-1.29
58,2574,26,1,12.0,37815.18,0.78,-1.07
67,1466,41,2,10.0,57269.7,0.84,1.28
49,2399,42,4,7.0,112506.77,0.83,-1.1
21,482,20,6,1.0,12741.8,0.0,-1.77
77,1650,37,0,8.0,46159.82,0.35,-1.01
42,2959,26,3,12.0,111195.84,0.82,2.36
23,1134,25,4,7.0,35084.72,0.57,1.43
27,241,13,7,1.0,4588.98,0.19,-1.3
20,4,13,3,1.0,72.76,0.85,-1.74
40,2889,25,1,10.0,77295.72,0.73,0.01
29,1859,25,0,9.0,38089.68,0.74,0.9
40,388,28,3,3.0,12307.02,0.16,1.43
24,1618,29,7,6.0,42876.05,0.68,1.0
34,1849,16,6,8.0,21437.12,0.57,-0.01
57,412,38,0,1.0,17802.12,0.5,-1.42
37,1627,17,9,7.0,41401.44,0.48,1.05
52,2295,25,6,11.0,60875.61,0.12,0.62
77,39,33,9,1.0,1360.54,0.46,-1.43
27,295,14,5,4.0,5617.29,0.99,-2.03
68,335,59,3,1.0,23775.35,0.68,0.34
25,2685,6,4,10.0,12874.6,0.06,-1.6
55,1146,32,2,9.0,40418.69,0.04,0.76
76,2441,66,4,10.0,115237.84,0.17,-1.32
77,1721,41,0,6.0,38839.84,0.53,-0.73
21,2930,34,2,11.0,107028.0,0.57,0.12
75,2362,37,7,10.0,121390.06,0.46,0.7
36,2453,30,0,12.0,105581.15,0.61,-1.15
77,2038,65,9,6.0,108074.36,0.72,-1.46
42,1097,44,9,4.0,24343.06,0.62,0.49
35,1352,16,2,5.0,19354.68,0.0,-0.15
76,1588,54,8,8.0,128529.39,0.88,-0.39
30,2908,40,2,10.0,134543.43,0.94,-0.44
54,1947,29,0,8.0,32279.75,0.91,0.7
78,296,67,1,1.0,29562.37,0.77,-1.47
62,1761,33,7,12.0,39684.43,0.44,1.1
37,55,19,5,1.0,1302.7,0.2,-0.21
27,1367,25,5,4.0,24194.69,0.93,0.13
64,2824,57,2,10.0,159185.11,0.45,0.13
46,2456,44,3,7.0,109030.55,0.79,1.83
57,1659,48,7,7.0,40980.75,0.22,0.03
72,2196,28,5,8.0,54903.4,0.72,-0.91
36,562,10,0,4.0,6917.14,0.51,-0.3
30,225,8,1,2.0,2251.15,0.06,-0.08
51,236,53,4,1.0,9860.17,0.05,-0.43
53,221,36,9,1.0,5607.87,0.42,0.5
34,2758,39,0,15.0,60856.14,0.44,-0.63
21,993,16,6,1.0,7998.81,0.21,-0.94
43,997,34,2,2.0,20818.35,0.38,-0.48
60,2343,46,5,11.0,158036.91,0.12,0.61
30,2452,37,8,10.0,104704.55,0.75,0.3
22,313,23,6,3.0,4909.06,0.93,0.48
59,1896,38,6,7.0,84197.52,0.75,-0.09
65,398,62,5,1.0,32960.44,0.31,-0.62
74,1735,56,1,10.0,80422.1,0.24,1.52
34,1692,21,7,6.0,53000.4,0.85,0.98
29,100,43,9,1.0,5191.54,0.03,-1.51
61,515,33,5,1.0,11154.22,0.43,1.88
34,396,25,8,2.0,12893.28,0.36,3.6
38,1534,14,5,10.0,20381.18,0.63,-0.71
37,806,35,9,1.0,17933.17,0.46,0.43
69,2122,41,8,9.0,78012.94,0.52,-1.7
35,325,32,2,4.0,15121.84,0.37,0.61
28,503,33,4,4.0,13408.6,0.18,0.11
61,1434,23,4,5.0,17913.98,0.49,0.73
64,1370,50,4,5.0,37712.74,0.07,0.32
36,1499,36,4,5.0,78630.76,0.06,1.49
27,306,32,2,1.0,11203.82,0.85,-0.5
70,1282,30,3,7.0,50920.11,0.81,-0.76
47,117,41,4,1.0,4745.05,0.49,0.23
31,1458,29,5,5.0,32519.76,0.96,1.13
30,689,32,0,2.0,22198.03,0.28,-0.23
49,1590,23,7,6.0,40739.55,0.08,1.27
40,1893,47,9,6.0,120901.85,0.27,-1.29
47,105,38,1,1.0,3457.09,0.08,1.01
22,29,8,8,1.0,213.65,0.34,1.58
61,2934,27,0,9.0,83406.01,0.97,0.65
33,1793,31,2,7.0,54285.74,0.61,0.2
60,2725,39,4,10.0,157848.72,0.88,0.16
69,10,38,4,4.0,479.27,0.3,-0.16
20,950,9,1,3.0,7631.53,0.76,-1.69
37,1880,14,9,10.0,19614.53,0.13,-0.73
56,1935,40,0,8.0,92734.68,0.61,0.18
34,65,44,7,1.0,3879.03,0.76,-1.65
72,2054,34,9,8.0,54412.68,0.41,-0.49
77,1531,35,7,10.0,53479.06,0.21,0.79
77,1133,60,0,5.0,60663.43,0.75,1.1
49,465,30,9,4.0,7142.3,0.13,-1.2
32,269,8,1,1.0,2593.61,0.23,0.11
68,2973,48,7,14.0,111486.07,0.53,1.67
34,1033,12,7,4.0,12532.3,0.87,-0.03
37,1972,17,6,10.0,33989.17,0.74,1.37
62,95,53,4,2.0,4776.36,0.48,-1.13
77,960,56,6,8.0,41558.48,0.07,-0.33
61,167,22,5,1.0,2135.71,0.39,0.52
71,376,63,1,3.0,27311.87,0.35,-1.18
46,610,31,4,4.0,10457.2,0.54,-0.41
37,2662,24,3,12.0,49388.24,0.23,0.26
79,2690,41,5,10.0,74879.63,0.76,0.04
59,266,44,9,4.0,7655.66,0.58,-0.34
22,2243,24,0,8.0,41723.89,0.74,-0.48
78,2018,65,9,10.0,96979.47,0.39,-1.18
28,685,31,1,2.0,14074.27,0.34,0.93
72,1840,27,7,4.0,59247.05,0.35,-1.1
31,877,34,6,3.0,22604.2,0.94,-0.46
78,1238,52,2,7.0,41822.15,0.53,-1.04
75,180,45,0,1.0,4379.44,0.49,1.23
24,693,15,1,4.0,13205.21,0.53,-0.87
39,4,24,2,2.0,97.11,0.63,0.87
78,1544,64,2,8.0,62753.45,0.11,1.98
66,1810,46,1,5.0,103611.97,0.28,-0.24
67,2528,30,8,9.0,106090.42,0.35,0.42
22,2803,41,1,7.0,72716.14,0.32,-0.63
28,1530,15,5,5.0,22995.73,0.44,-0.22
33,2167,13,8,9.0,37106.0,0.6,-0.8
72,2438,63,8,9.0,194822.58,0.3,1.12
59,2088,59,9,10.0,165312.9,0.2,1.22
27,411,24,6,2.0,5407.42,0.66,-0.62
33,2735,37,3,9.0,134893.77,0.68,-1.47
20,2724,12,2,12.0,20805.72,0.36,-1.86
49,624,21,6,1.0,14526.64,0.75,1.17
46,1989,53,7,6.0,143969.08,0.58,-1.38
69,2278,29,7,9.0,90010.35,0.44,-0.79
24,1989,20,6,9.0,40079.68,0.01,-0.64
26,2919,34,9,7.0,104114.2,0.1,-1.04
41,1041,33,4,1.0,47917.22,0.92,-0.07
34,123,41,4,1.0,6693.74,0.13,0.5
57,936,43,6,3.0,33457.94,0.11,1.79
33,133,31,6,4.0,2488.33,0.43,-0.54
33,1597,34,5,9.0,43254.14,0.41,-0.16
48,1090,53,5,8.0,61212.69,0.1,0.62
67,528,38,1,2.0,27893.07,0.76,-0.4
68,1779,39,8,6.0,56125.95,0.7,0.35
57,2504,24,9,14.0,53491.05,0.54,-0.34
54,542,57,3,1.0,29478.59,0.88,1.85
52,899,43,4,2.0,42948.76,0.78,0.62
51,1597,47,1,5.0,60532.01,0.45,0.82
32,697,41,9,1.0,16211.73,0.0,0.35
30,777,29,1,2.0,12090.65,0.08,-1.85
44,277,26,3,2.0,9974.4,0.78,-0.51
49,1258,47,4,8.0,52266.74,0.81,-0.84
39,2136,30,4,9.0,53159.12,0.19,-0.12
41,404,20,0,1.0,4892.59,0.21,-1.07
75,1498,56,1,7.0,119501.39,0.55,0.74
65,1372,35,9,5.0,43918.56,0.69,-0.97
28,27,32,3,1.0,978.63,0.28,0.23
63,685,41,6,5.0,28657.67,0.2,-1.14
56,1381,41,8,4.0,61755.41,0.33,-0.77
43,335,31,8,1.0,13951.61,0.05,0.53
42,2265,32,4,8.0,83864.86,0.72,0.26
35,999,19,9,4.0,25654.63,0.32,-0.3
59,1597,31,2,8.0,28049.09,0.87,-1.28
33,2945,42,3,11.0,66186.28,0.71,0.81
27,140,15,1,2.0,2001.5,0.22,1.91
54,819,27,0,3.0,22792.68,0.16,0.86
75,2574,37,7,10.0,93293.67,0.54,-0.59
74,693,63,2,1.0,24848.13,0.65,-1.97
30,1938,41,7,6.0,48760.74,0.15,-0.14
20,568,15,1,2.0,10463.06,0.98,0.61
49,838,28,7,5.0,17949.43,0.77,-0.84
54,2824,56,6,9.0,191669.78,0.64,0.19
64,1761,56,9,4.0,49990.02,0.68,-1.61
42,297,51,8,1.0,9953.23,0.04,0.03
25,2222,5,4,11.0,9549.22,0.22,-0.59
59,2592,27,4,11.0,72946.5,0.06,-1.59
34,1819,30,0,3.0,59310.98,1.0,1.12
46,1211,38,6,7.0,65477.82,0.55,-0.54
20,2684,6,1,9.0,9515.82,0.07,-0.09
54,2946,31,4,10.0,109601.02,0.29,1.63
23,1573,27,2,7.0,47712.83,0.49,0.37
56,1982,45,0,6.0,84555.68,0.28,-0.78
28,1104,44,4,3.0,54699.04,0.59,1.3
63,1774,32,4,9.0,52394.75,0.2,-0.03
72,1579,55,6,6.0,91952.49,0.65,-0.84
71,2388,34,3,13.0,72225.03,0.3,-0.48
37,2414,11,8,10.0,14235.3,0.96,-0.53
28,2347,40,0,8.0,117680.98,0.47,-0.28
77,1568,41,1,8.0,72478.5,0.78,0.07
21,250,26,9,1.0,3790.65,0.86,0.91
63,2333,30,1,8.0,46583.95,0.11,-0.54
33,425,18,4,3.0,5485.86,0.06,2.35
49,426,28,2,1.0,17087.55,0.45,0.59
75,84,47,6,1.0,2325.97,0.62,-2.25
48,1820,46,8,8.0,54407.99,0.55,-2.31
54,202,46,5,1.0,4793.98,0.02,0.73
44,950,50,0,3.0,47289.25,0.1,-0.94
33,2367,16,1,10.0,29870.94,0.39,0.59
41,1997,46,5,8.0,55370.05,0.7,0.57
29,559,26,6,2.0,8372.71,0.77,2.36
23,2911,3,9,12.0,12846.99,0.52,-0.67
36,1961,33,1,9.0,79095.93,0.42,1.42
52,1081,49,4,5.0,33553.58,0.79,-1.91
38,2893,31,4,6.0,110448.67,0.39,2.56
46,290,17,0,1.0,5144.55,0.83,0.5
55,606,21,6,3.0,9900.04,0.56,0.02
37,2733,25,8,11.0,86042.03,0.45,-0.28
58,967,35,6,4.0,22392.29,0.61,1.18
79,1780,42,2,6.0,60818.47,0.47,0.43
44,1503,48,2,6.0,37510.75,0.46,-0.54
33,2486,36,4,11.0,90346.73,0.24,-0.59
43,2583,16,7,9.0,40950.35,0.73,0.94
20,1923,7,7,6.0,12762.32,0.2,-3.9
37,946,16,6,3.0,15436.75,0.16,1.31
46,1879,44,3,5.0,121627.97,0.12,-1.67
61,2337,41,2,9.0,127024.84,0.41,0.26
27,2808,37,9,11.0,141375.01,0.73,0.22
66,2754,46,8,14.0,83410.87,0.58,0.95
78,978,47,6,8.0,31316.4,0.69,0.85
52,1554,37,4,8.0,68364.64,0.66,-0.84
32,2422,39,8,9.0,94504.01,0.56,1.86
64,2080,52,0,12.0,146338.59,0.73,-1.34
21,421,5,6,9.0,1574.47,0.86,-1.9
40,2052,31,7,7.0,77633.74,0.04,-1.72
60,2643,41,6,8.0,92327.59,0.99,0.5
53,151,43,2,1.0,9560.98,0.33,-0.39
45,254,33,9,1.0,11929.61,0.23,0.06
68,1894,53,7,8.0,87319.21,0.52,-1.03
70,1150,64,9,4.0,48317.01,1.0,-1.44
74,292,61,3,1.0,9988.24,0.13,-1.12
54,185,48,9,1.0,6781.27,0.42,0.05
41,1080,46,5,4.0,38791.38,0.69,-0.68
26,2790,30,2,8.0,54873.67,0.88,-0.81
23,2796,30,0,11.0,54037.15,0.39,-0.05
41,1700,36,2,2.0,69091.49,0.51,-1.21
30,517,32,2,5.0,9930.22,0.57,0.7
52,2618,28,6,9.0,53128.16,0.65,-2.13
31,2093,41,3,9.0,88139.5,0.2,0.64
63,2826,46,3,10.0,132125.02,0.24,0.14
52,2886,38,3,11.0,162337.53,0.77,0.6
54,1128,57,8,7.0,36352.93,0.3,-1.25
37,1286,48,5,7.0,63977.04,0.3,-0.6
37,1528,19,8,6.0,32332.45,0.73,1.89
53,1535,21,8,4.0,37766.79,0.52,-1.69
31,592,18,5,1.0,11482.1,0.07,-0.02
71,513,62,9,1.0,33055.01,0.25,0.42
76,2235,64,6,8.0,82127.97,0.34,-0.52
54,2915,51,2,11.0,100345.4,0.64,0.26
22,1122,29,7,4.0,16847.28,0.24,-0.94
25,336,4,1,4.0,952.6,0.46,0.91
40,105,12,1,1.0,880.38,0.57,0.59
29,1243,7,0,5.0,7475.26,0.12,-0.79
48,1782,16,5,4.0,17171.01,0.7,1.15
62,2723,24,5,9.0,42640.44,0.08,0.03
72,2777,56,9,8.0,88564.59,0.69,-0.52
62,80,32,8,3.0,1709.28,0.08,-0.69
53,1279,38,7,6.0,52179.76,0.54,-0.96
23,1676,36,3,4.0,64503.61,0.47,-1.56
30,1712,44,7,7.0,52606.65,0.31,0.23
60,1678,23,1,4.0,42145.58,0.65,2.33
72,316,35,7,2.0,8732.59,0.31,1.03
47,2012,22,6,8.0,26226.61,0.25,2.98
72,641,53,6,1.0,36742.13,0.32,-0.6
68,1807,62,0,5.0,65019.06,0.13,0.41
24,2996,8,5,10.0,30512.45,0.48,-1.19
